Fecha,Hora,Temperatura,Humedad_relativa,Humedad_Suelo,ADT,Ks,ETr,Etiqueta
1/07/2021,02:00:00,20,74,8.06,174.002,1.0116238507930109,3.1158014604424737,No
1/07/2021,02:30:00,20,74,8.54,183.602,0.9935029797549818,3.0599891776453445,No
1/07/2021,03:00:00,20,74,10.8,228.802,0.9336215057507534,2.8755542377123207,Si
1/07/2021,03:30:00,20,74,11.52,243.202,0.9202808246132732,2.8344649398088815,Si
1/07/2021,04:00:00,20,74,8.32,179.202,1.0014865650288372,3.0845786202888186,No
1/07/2021,04:30:00,20,74,8.82,189.202,0.9840466845120038,3.0308637882969722,No
1/07/2021,05:00:00,20,74,6.96,152.00199999999998,1.065414665146446,3.281477168651054,No
1/07/2021,05:30:00,20,74,8.26,178.00199999999998,1.0037555826228177,3.0915671944782788,No
1/07/2021,06:00:00,20,74,10.8,228.802,0.9336215057507534,2.8755542377123207,Si
1/07/2021,06:30:00,20,74,6.84,149.602,1.0726515745396838,3.3037668495822268,No
1/07/2021,07:00:00,20,74,7.98,172.402,1.0149094990659486,3.1259212571231223,No
1/07/2021,07:30:00,20,74,9.44,201.602,0.9655144889592725,2.9737846259945595,Si
1/07/2021,08:00:00,20,74,8.26,178.00199999999998,1.0037555826228177,3.0915671944782788,No
1/07/2021,08:30:00,20,74,6.36,140.002,1.1052556788278143,3.4041874907896683,No
1/07/2021,09:00:00,20,74,9.28,198.402,0.9700101693589392,2.9876313216255332,Si
1/07/2021,09:30:00,20,73,6.84,149.429,1.073186088155589,3.3054131515192147,No
1/07/2021,10:00:00,20,74,7.82,169.202,1.0217347546738378,3.146943044395421,No
1/07/2021,10:30:00,20,74,7.48,162.402,1.037473807941943,3.1954193284611847,No
1/07/2021,11:00:00,20,74,7.0,152.802,1.0630739689430624,3.2742678243446326,No
1/07/2021,11:30:00,20,74,6.58,144.402,1.089530391742621,3.355753606567273,No
1/07/2021,12:00:00,20,74,9.18,196.402,0.9729164740228001,2.9965827399902247,Si
1/07/2021,12:30:00,20,74,7.65,165.802,1.0293827916756346,3.170498998360955,No
1/07/2021,13:00:00,20,74,7.35,159.802,1.0439844253584432,3.215472030104005,No
1/07/2021,13:30:00,20,74,8.33,179.402,1.0011123346378772,3.0834259906846624,No
1/07/2021,14:00:00,20,74,7.5,162.802,1.036497682552079,3.1924128622604035,No
1/07/2021,14:30:00,20,74,7.56,164.00199999999998,1.0336086788457337,3.1835147308448604,No
1/07/2021,15:00:00,20,74,7.28,158.402,1.0476137986984357,3.226650499991182,No
1/07/2021,15:30:00,20,74,8.64,185.602,0.9900392597544843,3.0493209200438116,No
1/07/2021,16:00:00,20,74,8.0,172.802,1.0140803743290403,3.123367552933445,No
1/07/2021,16:30:00,20,74,9.54,203.602,0.9627968121461268,2.9654141814100705,Si
1/07/2021,17:00:00,20,74,7.84,169.602,1.02086242596427,3.144256271969952,No
1/07/2021,17:30:00,20,73,6.29,138.429,1.1112368750602062,3.4226095751854353,No
1/07/2021,18:00:00,20,74,5.32,119.202,1.2048394921969758,3.710905635966686,No
1/07/2021,18:30:00,21,73,5.44,122.29039999999999,1.1866648380652707,3.6549277012410344,No
1/07/2021,19:00:00,21,73,5.44,122.29039999999999,1.1866648380652707,3.6549277012410344,No
1/07/2021,19:30:00,21,73,4.06,94.69039999999998,1.4292056413311225,4.401953375299858,No
1/07/2021,20:00:00,21,73,5.4,121.4904,1.1912318408584608,3.6689940698440595,No
1/07/2021,20:30:00,21,73,5.44,122.29039999999999,1.1866648380652707,3.6549277012410344,No
1/07/2021,21:00:00,21,73,5.1,115.4904,1.2287886010009872,3.784668891083041,No
1/07/2021,21:30:00,21,73,4.48,103.09039999999999,1.3309910071199373,4.099452301929408,No
1/07/2021,22:00:00,21,73,5.78,129.0904,1.1513537811688375,3.54616964600002,No
1/07/2021,22:30:00,21,73,4.8,109.4904,1.2733337054817462,3.9218678128837787,No
1/07/2021,23:00:00,21,73,5.04,114.29039999999999,1.237080461362613,3.810207820996848,No
1/07/2021,23:30:00,21,73,4.48,103.09039999999999,1.3309910071199373,4.099452301929408,No
2/07/2021,00:00:00,21,73,6.12,135.8904,1.1213263446964694,3.453685141665126,No
2/07/2021,00:30:00,21,73,5.76,128.6904,1.1532720598778354,3.5520779444237336,No
2/07/2021,01:00:00,21,73,4.59,105.29039999999999,1.309790613430994,4.034155089367462,No
2/07/2021,01:30:00,21,72,3.64,86.1056,1.5710560118329375,4.838852516445448,No
2/07/2021,02:00:00,21,72,3.36,80.5056,1.7005542787616599,5.237707178585913,No
2/07/2021,02:30:00,21,72,4.68,106.90559999999999,1.2951849267271458,3.989169574319609,No
2/07/2021,03:00:00,20,73,4.65,105.629,1.3066643025614804,4.02452605188936,No
2/07/2021,03:30:00,20,73,4.2,96.629,1.4037023765713068,4.323403319839625,No
2/07/2021,04:00:00,20,73,3.77,88.02900000000001,1.534354737502614,4.725812591508052,No
2/07/2021,04:30:00,20,73,3.84,89.429,1.5096389745436538,4.649688041594454,No
2/07/2021,05:00:00,20,74,3.84,89.602,1.506692524998879,4.640612976996548,No
2/07/2021,05:30:00,20,74,4.29,98.602,1.3796406850490652,4.249293309951121,No
2/07/2021,06:00:00,20,74,3.48,82.40199999999999,1.6523581626650985,5.089263141008503,No
2/07/2021,06:30:00,20,74,5.27,118.202,1.2110529766946256,3.730043168219447,No
2/07/2021,07:00:00,20,74,5.1,114.80199999999999,1.2335105011317726,3.79921234348586,No
