Fecha,Hora,Temperatura,Humedad_relativa,Humedad_Suelo,ADT,Ks,ETr,Etiqueta
3/07/2021,04:30:00,21,76,4,97.48,1.09,21.71428571,No
3/07/2021,05:00:00,21,76,3.9,95.48,1.09,21.71428571,No
3/07/2021,05:30:00,21,76,2.88,75.08,1.09,21.71428571,No
3/07/2021,06:00:00,21,76,3.75,92.48,1.09,21.71428571,No
3/07/2021,06:30:00,21,76,4.05,98.48,1.09,21.71428571,No
3/07/2021,07:00:00,21,76,4.59,109.28,1.09,21.71428571,No
3/07/2021,07:30:00,21,76,3.51,87.68,1.09,21.71428571,No
3/07/2021,08:00:00,21,76,3.9,95.48,1.09,21.71428571,No
3/07/2021,08:30:00,21,76,4.16,100.68,1.09,21.71428571,No
3/07/2021,09:00:00,21,76,3.78,93.08,1.09,21.71428571,No
3/07/2021,09:30:00,21,76,4.05,98.48,1.09,21.71428571,No
3/07/2021,10:00:00,21,76,4.93,116.08,1.09,21.71428571,No
3/07/2021,10:30:00,21,76,4.59,109.28,1.09,21.71428571,No
3/07/2021,11:00:00,21,76,4.25,102.48,1.09,21.71428571,No
3/07/2021,11:30:00,21,76,4.59,109.28,1.09,21.71428571,No
3/07/2021,12:00:00,21,76,4.68,111.08,1.09,21.71428571,No
